39.48099286	-0.33676095	51.24	4
39.48099281	-0.33676131	51.31	4
39.48099256	-0.33676140	51.34	4
39.48099255	-0.33676123	51.33	4
39.48099256	-0.33676126	51.35	4
39.48099235	-0.33676163	51.32	4
39.48099232	-0.33676196	51.34	4
39.48099236	-0.33676220	51.35	4
39.48099240	-0.33676228	51.35	4
39.48099248	-0.33676269	51.33	4
39.48099237	-0.33676286	51.33	4
39.48099230	-0.33676287	51.34	4
39.48099227	-0.33676297	51.37	4
39.48099221	-0.33676333	51.37	4
39.48099221	-0.33676361	51.40	4
39.48099213	-0.33676364	51.41	4
39.48099205	-0.33676380	51.43	4
39.48099205	-0.33676410	51.43	4
39.48099203	-0.33676435	51.46	4
39.48099194	-0.33676429	51.48	4
39.48099210	-0.33676443	51.49	4
39.48099223	-0.33676440	51.51	4
39.48099249	-0.33676425	51.49	4
39.48099270	-0.33676433	51.47	4
39.48099288	-0.33676407	51.48	4
39.48099302	-0.33676416	51.49	4
39.48099311	-0.33676383	51.49	4
39.48099317	-0.33676406	51.49	4
39.48099321	-0.33676389	51.50	4
39.48099341	-0.33676368	51.45	4
39.48099344	-0.33676329	51.45	4
39.48099332	-0.33676322	51.45	4
39.48099347	-0.33676291	51.45	4
39.48099346	-0.33676269	51.44	4
39.48099352	-0.33676240	51.44	4
39.48099352	-0.33676247	51.41	4
39.48099363	-0.33676239	51.40	4
39.48099367	-0.33676238	51.38	4
39.48099365	-0.33676226	51.36	4
39.48099367	-0.33676231	51.35	4
39.48099356	-0.33676252	51.30	4
39.48099359	-0.33676227	51.28	4
39.48099364	-0.33676237	51.23	4
39.48099353	-0.33676232	51.18	4
39.48099334	-0.33676239	51.18	4
39.48099326	-0.33676252	51.14	4
39.48099319	-0.33676254	51.14	4
39.48099311	-0.33676245	51.11	4
39.48099304	-0.33676247	51.09	4
39.48099290	-0.33676234	51.08	4
39.48099284	-0.33676231	51.07	4
39.48099279	-0.33676222	51.06	4
39.48099263	-0.33676222	51.04	4
39.48099246	-0.33676195	51.05	4
39.48099241	-0.33676194	51.03	4
39.48099224	-0.33676185	51.02	4
39.48099209	-0.33676180	51.05	4
39.48099193	-0.33676182	51.04	4
39.48099173	-0.33676183	51.04	4
39.48099161	-0.33676185	51.03	4
39.48099143	-0.33676200	51.01	4
39.48099130	-0.33676199	51.03	4
39.48099106	-0.33676201	51.02	4
39.48099084	-0.33676206	50.99	4
39.48099052	-0.33676218	50.99	4
39.48099047	-0.33676221	50.99	4
39.48099041	-0.33676200	50.97	4
39.48099026	-0.33676213	50.96	4
39.48099008	-0.33676230	50.95	4
39.48099003	-0.33676205	50.95	4
39.48098993	-0.33676194	50.96	4
39.48098984	-0.33676206	50.95	4
39.48098973	-0.33676203	50.95	4
39.48098970	-0.33676207	50.95	4
39.48098969	-0.33676203	50.95	4
39.48098960	-0.33676205	50.96	4
39.48098957	-0.33676222	50.93	4
39.48098957	-0.33676228	50.93	4
39.48098951	-0.33676222	50.90	4
39.48098949	-0.33676221	50.88	4
39.48098934	-0.33676213	50.90	4
39.48098919	-0.33676204	50.89	4
39.48098897	-0.33676199	50.91	4
39.48098893	-0.33676211	50.91	4
39.48098884	-0.33676215	50.91	4
39.48098869	-0.33676217	50.91	4
39.48098858	-0.33676201	50.90	4
39.48098841	-0.33676159	50.86	4
39.48098845	-0.33676144	50.83	4
39.48098843	-0.33676138	50.83	4
39.48098828	-0.33676135	50.84	4
39.48098825	-0.33676120	50.82	4
39.48098818	-0.33676096	50.84	4
39.48098813	-0.33676067	50.83	4
39.48098813	-0.33676042	50.81	4
39.48098803	-0.33676040	50.82	4
39.48098797	-0.33676026	50.82	4
39.48098800	-0.33676030	50.81	4
39.48098803	-0.33676019	50.75	4
39.48098798	-0.33676010	50.74	4
39.48098811	-0.33675996	50.69	4
39.48098809	-0.33675982	50.66	4
39.48098801	-0.33675982	50.65	4
39.48098790	-0.33675981	50.66	4
39.48098772	-0.33675965	50.69	4
39.48098759	-0.33675960	50.69	4
39.48098741	-0.33675950	50.69	4
39.48098726	-0.33675951	50.67	4
39.48098719	-0.33675956	50.64	4
39.48098703	-0.33675949	50.65	4
39.48098700	-0.33675969	50.65	4
39.48098697	-0.33675974	50.65	4
39.48098692	-0.33675982	50.64	4
39.48098688	-0.33675984	50.63	4
39.48098686	-0.33675971	50.62	4
39.48098697	-0.33675960	50.59	4
39.48098698	-0.33675944	50.60	4
39.48098696	-0.33675944	50.59	4
39.48098699	-0.33675941	50.63	4
39.48098690	-0.33675949	50.62	4
39.48098682	-0.33675941	50.64	4
39.48098672	-0.33675929	50.63	4
39.48098663	-0.33675932	50.62	4
39.48098659	-0.33675940	50.63	4
39.48098662	-0.33675933	50.62	4
39.48098658	-0.33675930	50.60	4
39.48098655	-0.33675921	50.58	4
39.48098661	-0.33675911	50.57	4
39.48098668	-0.33675900	50.56	4
39.48098655	-0.33675899	50.57	4
39.48098658	-0.33675875	50.60	4
39.48098664	-0.33675875	50.60	4
39.48098673	-0.33675889	50.59	4
39.48098668	-0.33675863	50.57	4
39.48098661	-0.33675858	50.56	4
39.48098677	-0.33675854	50.52	4
39.48098685	-0.33675834	50.50	4
39.48098684	-0.33675834	50.48	4
39.48098688	-0.33675839	50.47	4
39.48098687	-0.33675838	50.49	4
39.48098687	-0.33675834	50.45	4
39.48098681	-0.33675831	50.43	4
39.48098675	-0.33675826	50.41	4
39.48098678	-0.33675816	50.38	4
39.48098675	-0.33675812	50.39	4
39.48098681	-0.33675801	50.38	4
39.48098687	-0.33675795	50.40	4
39.48098696	-0.33675797	50.39	4
39.48098705	-0.33675795	50.38	4
39.48098709	-0.33675784	50.36	4
39.48098719	-0.33675777	50.33	4
39.48098721	-0.33675766	50.31	4
39.48098766	-0.33675738	50.25	4
39.48098785	-0.33675720	50.20	4
39.48098801	-0.33675717	50.16	4
39.48098816	-0.33675688	50.13	4
39.48098830	-0.33675670	50.10	4
39.48098838	-0.33675650	50.06	4
39.48098837	-0.33675638	50.06	4
39.48098841	-0.33675631	50.05	4
39.48098834	-0.33675627	50.04	4
39.48098834	-0.33675620	50.02	4
39.48098846	-0.33675600	49.99	4
39.48098847	-0.33675581	49.97	4
39.48098846	-0.33675558	49.97	4
39.48098852	-0.33675541	49.97	4
39.48098859	-0.33675531	49.98	4
39.48098861	-0.33675518	49.98	4
39.48098861	-0.33675513	49.98	4
39.48098866	-0.33675497	49.97	4
39.48098873	-0.33675484	49.95	4
39.48098869	-0.33675467	49.94	4
39.48098876	-0.33675464	49.94	4
39.48098865	-0.33675468	49.97	4
39.48098860	-0.33675460	49.96	4
39.48098849	-0.33675452	49.95	4
39.48098849	-0.33675443	49.93	4
39.48098842	-0.33675422	49.93	4
39.48098835	-0.33675396	49.94	4
39.48098832	-0.33675405	49.93	4
39.48098821	-0.33675388	49.93	4
39.48098807	-0.33675403	49.89	4
39.48098799	-0.33675405	49.88	4
39.48098790	-0.33675401	49.86	4
39.48098787	-0.33675395	49.84	4
39.48098778	-0.33675397	49.81	4
39.48098765	-0.33675406	49.82	4
39.48098755	-0.33675423	49.80	4
39.48098741	-0.33675434	49.83	4
39.48098729	-0.33675429	49.83	4
39.48098718	-0.33675432	49.81	4
39.48098720	-0.33675432	49.84	4
39.48098708	-0.33675431	49.83	4
39.48098689	-0.33675432	49.83	4
39.48098666	-0.33675454	49.84	4
39.48098659	-0.33675473	49.83	4
39.48098648	-0.33675473	49.85	4
39.48098643	-0.33675482	49.85	4
39.48098640	-0.33675493	49.85	4
39.48098639	-0.33675511	49.86	4
39.48098626	-0.33675520	49.88	4
39.48098617	-0.33675538	49.90	4
39.48098624	-0.33675551	49.96	4
39.48098619	-0.33675565	49.97	4
39.48098614	-0.33675569	49.98	4
39.48098616	-0.33675531	50.02	4
39.48098614	-0.33675530	50.04	4
39.48098624	-0.33675523	50.05	4
39.48098629	-0.33675530	50.07	4
39.48098621	-0.33675529	50.10	4
39.48098615	-0.33675532	50.15	4
39.48098612	-0.33675524	50.16	4
39.48098616	-0.33675504	50.17	4
39.48098622	-0.33675497	50.18	4
39.48098623	-0.33675487	50.20	4
39.48098622	-0.33675478	50.19	4
39.48098628	-0.33675461	50.21	4
39.48098628	-0.33675442	50.23	4
39.48098641	-0.33675448	50.22	4
39.48098634	-0.33675437	50.19	4
39.48098620	-0.33675445	50.21	4
39.48098605	-0.33675438	50.21	4
39.48098596	-0.33675440	50.19	4
39.48098608	-0.33675429	50.17	4
39.48098601	-0.33675425	50.16	4
39.48098602	-0.33675419	50.16	4
39.48098599	-0.33675425	50.16	4
39.48098600	-0.33675423	50.16	4
39.48098602	-0.33675431	50.14	4
39.48098604	-0.33675441	50.13	4
39.48098606	-0.33675432	50.14	4
39.48098611	-0.33675438	50.11	4
39.48098613	-0.33675436	50.10	4
39.48098611	-0.33675425	50.13	4
39.48098614	-0.33675422	50.13	4
39.48098604	-0.33675439	50.14	4
39.48098607	-0.33675450	50.13	4
39.48098597	-0.33675449	50.15	4
39.48098588	-0.33675462	50.17	4
39.48098576	-0.33675465	50.19	4
39.48098568	-0.33675487	50.19	4
39.48098548	-0.33675468	50.26	4
39.48098546	-0.33675471	50.26	4
39.48098548	-0.33675485	50.27	4
39.48098541	-0.33675500	50.26	4
39.48098534	-0.33675511	50.27	4
39.48098530	-0.33675508	50.30	4
39.48098502	-0.33675475	50.38	4
39.48098506	-0.33675479	50.38	4
39.48098478	-0.33675606	50.39	4
39.48098416	-0.33675779	50.46	4
39.48098475	-0.33675822	50.44	4
39.48098482	-0.33675818	50.44	4
39.48098472	-0.33675755	50.44	4
39.48098584	-0.33675751	50.43	4
39.48098655	-0.33675754	50.39	4
39.48098681	-0.33675646	50.37	4
39.48098751	-0.33675679	50.35	4
39.48098746	-0.33675622	50.36	4
39.48098750	-0.33675613	50.29	4
39.48098769	-0.33675602	50.30	4
39.48098850	-0.33675502	50.31	4
39.48098901	-0.33675442	50.28	4
39.48098973	-0.33675402	50.30	4
39.48099009	-0.33675353	50.28	4
39.48099108	-0.33675260	50.26	4
39.48099188	-0.33675191	50.24	4
39.48099232	-0.33675103	50.26	4
39.48099301	-0.33675041	50.27	4
39.48099325	-0.33674968	50.27	4
39.48099273	-0.33674985	50.25	4
39.48099209	-0.33675002	50.24	4
39.48099153	-0.33675028	50.22	4
39.48099120	-0.33675007	50.23	4
39.48099087	-0.33674983	50.21	4
39.48099051	-0.33674955	50.24	4
39.48099024	-0.33674883	50.21	4
39.48098996	-0.33674845	50.25	4
39.48098957	-0.33674802	50.24	4
39.48098915	-0.33674719	50.27	4
39.48098893	-0.33674679	50.29	4
39.48098904	-0.33674622	50.29	4
39.48098922	-0.33674551	50.33	4
39.48098934	-0.33674498	50.33	4
39.48098946	-0.33674468	50.34	4
39.48098939	-0.33674393	50.36	4
39.48098963	-0.33674353	50.35	4
39.48098972	-0.33674331	50.36	4
39.48099000	-0.33674293	50.39	4
39.48098990	-0.33674261	50.41	4
39.48099000	-0.33674267	50.41	4
39.48098995	-0.33674264	50.44	4
39.48098983	-0.33674293	50.48	4
39.48098980	-0.33674379	50.44	4
39.48099024	-0.33674348	50.48	4
39.48099039	-0.33674358	50.48	4
39.48099041	-0.33674380	50.49	4
39.48099032	-0.33674389	50.51	4
39.48099019	-0.33674424	50.51	4
39.48099010	-0.33674442	50.51	4
39.48098987	-0.33674479	50.52	4
39.48098979	-0.33674496	50.55	4
39.48098949	-0.33674514	50.56	4
39.48098912	-0.33674564	50.58	4
39.48098859	-0.33674607	50.58	4
39.48098809	-0.33674630	50.57	4
39.48098785	-0.33674680	50.56	4
39.48098771	-0.33674732	50.55	4
39.48098761	-0.33674745	50.53	4
39.48098756	-0.33674772	50.51	4
39.48098758	-0.33674774	50.50	4
39.48098773	-0.33674785	50.49	4
39.48098786	-0.33674810	50.46	4
39.48098796	-0.33674823	50.49	4
39.48098837	-0.33674788	50.47	4
39.48098866	-0.33674755	50.46	4
39.48098893	-0.33674723	50.43	4
39.48098927	-0.33674679	50.42	4
39.48098931	-0.33674662	50.45	4
39.48098954	-0.33674630	50.42	4
39.48098963	-0.33674614	50.41	4
39.48098973	-0.33674573	50.40	4
39.48098984	-0.33674548	50.39	4
39.48099007	-0.33674529	50.37	4
39.48099033	-0.33674505	50.37	4
39.48099050	-0.33674469	50.40	4
39.48099091	-0.33674399	50.39	4
39.48099124	-0.33674356	50.39	4
39.48099149	-0.33674314	50.41	4
39.48099163	-0.33674290	50.40	4
39.48099180	-0.33674260	50.38	4
39.48099196	-0.33674208	50.38	4
39.48099209	-0.33674188	50.37	4
39.48099233	-0.33674157	50.35	4
39.48099256	-0.33674116	50.33	4
39.48099289	-0.33674056	50.33	4
39.48099301	-0.33674011	50.35	4
39.48099315	-0.33673984	50.34	4
39.48099339	-0.33673943	50.34	4
39.48099357	-0.33673912	50.33	4
39.48099376	-0.33673877	50.31	4
39.48099372	-0.33673820	50.29	4
39.48099378	-0.33673796	50.29	4
39.48099364	-0.33673794	50.33	4
39.48099356	-0.33673794	50.29	4
39.48099343	-0.33673794	50.29	4
39.48099333	-0.33673772	50.29	4
39.48099326	-0.33673749	50.26	4
39.48099331	-0.33673734	50.26	4
39.48099335	-0.33673707	50.24	4
39.48099323	-0.33673690	50.24	4
39.48099313	-0.33673670	50.24	4
39.48099318	-0.33673640	50.23	4
39.48099339	-0.33673626	50.23	4
39.48099326	-0.33673614	50.22	4
39.48099315	-0.33673606	50.24	4
39.48099317	-0.33673610	50.24	4
39.48099309	-0.33673605	50.23	4
39.48099298	-0.33673601	50.25	4
39.48099291	-0.33673604	50.24	4
39.48099292	-0.33673610	50.26	4
39.48099286	-0.33673594	50.26	4
39.48099295	-0.33673583	50.24	4
39.48099294	-0.33673574	50.24	4
39.48099288	-0.33673579	50.26	4
39.48099269	-0.33673589	50.24	4
39.48099261	-0.33673585	50.27	4
39.48099256	-0.33673579	50.30	4
39.48099268	-0.33673580	50.31	4
39.48099250	-0.33673572	50.31	4
39.48099249	-0.33673585	50.30	4
39.48099236	-0.33673594	50.30	4
39.48099222	-0.33673588	50.32	4
39.48099220	-0.33673601	50.31	4
39.48099192	-0.33673618	50.31	4
39.48099212	-0.33673574	50.45	4
39.48099232	-0.33673566	50.51	4
39.48099231	-0.33673557	50.52	4
39.48099225	-0.33673552	50.53	4
39.48099219	-0.33673594	50.40	4
39.48099218	-0.33673588	50.42	4
39.48099217	-0.33673568	50.44	4
39.48099218	-0.33673549	50.46	4
39.48099218	-0.33673548	50.46	4
39.48099225	-0.33673534	50.45	4
39.48099237	-0.33673535	50.46	4
39.48099233	-0.33673523	50.46	4
39.48099251	-0.33673504	50.46	4
39.48099251	-0.33673485	50.47	4
39.48099254	-0.33673470	50.47	4
39.48099252	-0.33673463	50.45	4
39.48099268	-0.33673429	50.46	4
39.48099263	-0.33673421	50.46	4
39.48099259	-0.33673432	50.44	4
39.48099257	-0.33673424	50.44	4
39.48099251	-0.33673417	50.44	4
39.48099244	-0.33673405	50.44	4
39.48099243	-0.33673414	50.41	4
39.48099242	-0.33673415	50.41	4
39.48099229	-0.33673440	50.38	4
39.48099217	-0.33673433	50.40	4
39.48099210	-0.33673438	50.37	4
39.48099215	-0.33673443	50.37	4
39.48099206	-0.33673447	50.36	4
39.48099205	-0.33673448	50.33	4
39.48099193	-0.33673448	50.35	4
39.48099195	-0.33673438	50.33	4
39.48099192	-0.33673433	50.35	4
39.48099199	-0.33673432	50.34	4
39.48099194	-0.33673425	50.35	4
39.48099196	-0.33673421	50.35	4
39.48099195	-0.33673410	50.35	4
39.48099190	-0.33673402	50.36	4
39.48099198	-0.33673389	50.36	4
39.48099196	-0.33673373	50.39	4
39.48099197	-0.33673350	50.40	4
39.48099194	-0.33673338	50.42	4
39.48099197	-0.33673340	50.45	4
39.48099191	-0.33673311	50.47	4
39.48099192	-0.33673305	50.49	4
39.48099191	-0.33673297	50.51	4
39.48099204	-0.33673284	50.54	4
39.48099204	-0.33673277	50.57	4
39.48099201	-0.33673269	50.56	4
39.48099201	-0.33673273	50.57	4
39.48099208	-0.33673284	50.58	4
39.48099210	-0.33673295	50.58	4
39.48099217	-0.33673317	50.58	4
39.48099224	-0.33673316	50.57	4
39.48099228	-0.33673311	50.56	4
39.48099229	-0.33673327	50.56	4
39.48099228	-0.33673344	50.55	4
39.48099234	-0.33673353	50.55	4
39.48099231	-0.33673378	50.55	4
39.48099224	-0.33673386	50.55	4
39.48099221	-0.33673387	50.56	4
39.48099221	-0.33673395	50.56	4
39.48099197	-0.33673402	50.59	4
39.48099195	-0.33673420	50.57	4
39.48099179	-0.33673436	50.57	4
39.48099175	-0.33673447	50.58	4
39.48099158	-0.33673452	50.61	4
39.48099147	-0.33673456	50.61	4
39.48099145	-0.33673423	50.64	4
39.48099130	-0.33673420	50.64	4
39.48099131	-0.33673423	50.63	4
39.48099127	-0.33673419	50.65	4
39.48099118	-0.33673407	50.67	4
39.48099116	-0.33673408	50.66	4
39.48099103	-0.33673367	50.70	4
39.48099097	-0.33673349	50.71	4
39.48099094	-0.33673343	50.72	4
39.48099087	-0.33673346	50.72	4
39.48099091	-0.33673349	50.72	4
39.48099091	-0.33673362	50.72	4
